player,batter_matches_played,runs_scored,dismissals,balls_faced,0s_scored,1s_scored,2s_scored,4s_scored,6s_scored,high_score,25_scored,50_scored,75_scored,100_scored,strike_rate_x,batting_average,notout,explosivity_rating,0_wickets_taken,1_wickets_taken,2_wickets_taken,3_wickets_taken,4_wickets_taken,5_wickets_taken,6_wickets_taken,bowler_matches_played,runs_conceded,extras_runs_conceded,wickets_taken,balls_bowled,4s_conceded,6s_conceded,0s_conceded,1s_conceded,2s_conceded,highest_conceded,strike_rate_y,bowling_average,economy,total_runs_conceded
Fazalhaq Farooqi,1.0,2.0,0.0,8.0,6.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,25.0,inf,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,106.0,4.0,2.0,72.0,10.0,4.0,28.0,27.0,6.0,47.0,36.0,53.0,8.833333333333334,110.0
G Gambhir,144.0,4103.0,130.0,3307.0,1305.0,1324.0,240.0,478.0,57.0,93.0,28.0,36.0,7.0,0.0,124.07015421832477,31.56153846153846,14.0,0.16,,,,,,,,,,,,,,,,,,,,,,
GB Hogg,4.0,22.0,2.0,22.0,5.0,14.0,2.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,100.0,11.0,2.0,0.05,6.0,8.0,5.0,1.0,1.0,0.0,0.0,21.0,552.0,33.0,25.0,459.0,40.0,21.0,177.0,193.0,32.0,39.0,18.36,22.08,7.215686274509803,585.0
GC Smith,29.0,739.0,30.0,668.0,320.0,228.0,39.0,94.0,9.0,91.0,7.0,4.0,3.0,0.0,110.62874251497006,24.633333333333333,-1.0,0.15,,,,,,,,,,,,,,,,,,,,,,
GC Viljoen,3.0,3.0,2.0,7.0,5.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,42.857142857142854,1.5,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,6.0,210.0,19.0,8.0,138.0,25.0,6.0,55.0,47.0,12.0,49.0,17.25,26.25,9.130434782608695,229.0
GD McGrath,2.0,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,80.0,4.0,1.0,0.2,5.0,5.0,2.0,0.0,1.0,0.0,0.0,13.0,334.0,14.0,13.0,313.0,41.0,8.0,162.0,94.0,10.0,42.0,24.076923076923077,25.692307692307693,6.402555910543132,348.0
GD Phillips,3.0,26.0,2.0,33.0,22.0,6.0,2.0,1.0,2.0,14.0,0.0,0.0,0.0,0.0,78.78787878787878,13.0,1.0,0.09,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,1.0,1.0,12.0,2.0,1.0,5.0,5.0,0.0,16.0,12.0,19.0,9.5,20.0
GH Vihari,23.0,284.0,20.0,321.0,146.0,137.0,23.0,23.0,1.0,46.0,4.0,0.0,0.0,0.0,88.47352024922118,14.2,3.0,0.07,5.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,46.0,2.0,1.0,42.0,5.0,1.0,19.0,16.0,2.0,14.0,42.0,46.0,6.571428571428572,48.0
GHS Garton,2.0,2.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,50.0,2.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,128.0,8.0,3.0,92.0,11.0,6.0,38.0,36.0,6.0,29.0,30.666666666666668,42.666666666666664,8.347826086956522,136.0
GJ Bailey,34.0,622.0,28.0,499.0,182.0,208.0,43.0,55.0,18.0,61.0,7.0,2.0,0.0,0.0,124.64929859719437,22.214285714285715,6.0,0.15,,,,,,,,,,,,,,,,,,,,,,
GJ Maxwell,103.0,2298.0,87.0,1491.0,593.0,523.0,113.0,195.0,126.0,95.0,24.0,13.0,5.0,0.0,154.12474849094568,26.413793103448278,16.0,0.22,42.0,16.0,7.0,0.0,0.0,0.0,0.0,65.0,1039.0,27.0,30.0,780.0,60.0,57.0,272.0,360.0,47.0,39.0,26.0,34.63333333333333,7.992307692307692,1066.0
GR Napier,1.0,15.0,1.0,16.0,7.0,5.0,3.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,93.75,15.0,0.0,0.06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,1.0,1.0,24.0,2.0,1.0,9.0,11.0,1.0,27.0,24.0,27.0,6.75,28.0
Gurkeerat Singh,31.0,493.0,26.0,404.0,164.0,166.0,23.0,53.0,11.0,65.0,6.0,2.0,0.0,0.0,122.02970297029702,18.96153846153846,5.0,0.16,3.0,1.0,2.0,0.0,0.0,0.0,0.0,6.0,93.0,4.0,5.0,78.0,6.0,3.0,30.0,36.0,6.0,27.0,15.6,18.6,7.153846153846153,97.0
H Das,1.0,2.0,1.0,5.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,40.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
H Klaasen,6.0,66.0,5.0,57.0,20.0,24.0,8.0,5.0,1.0,32.0,1.0,0.0,0.0,0.0,115.78947368421053,13.2,1.0,0.11,,,,,,,,,,,,,,,,,,,,,,
HE van der Dussen,3.0,22.0,2.0,24.0,12.0,8.0,3.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,91.66666666666666,11.0,1.0,0.08,,,,,,,,,,,,,,,,,,,,,,
HF Gurney,1.0,1.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,inf,1.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,8.0,231.0,8.0,7.0,163.0,23.0,7.0,57.0,67.0,15.0,41.0,23.285714285714285,33.0,8.503067484662576,239.0
HH Gibbs,36.0,886.0,32.0,807.0,410.0,264.0,45.0,83.0,31.0,69.0,9.0,6.0,0.0,0.0,109.78934324659231,27.6875,4.0,0.14,,,,,,,,,,,,,,,,,,,,,,
HH Pandya,100.0,1972.0,66.0,1335.0,520.0,544.0,79.0,146.0,111.0,91.0,24.0,8.0,2.0,0.0,147.71535580524343,29.87878787878788,34.0,0.19,35.0,22.0,8.0,5.0,0.0,0.0,0.0,70.0,1484.0,82.0,53.0,1056.0,136.0,65.0,430.0,401.0,66.0,54.0,19.92452830188679,28.0,8.431818181818182,1566.0
HM Amla,15.0,568.0,12.0,401.0,148.0,161.0,22.0,60.0,20.0,104.0,3.0,3.0,1.0,2.0,141.64588528678303,47.333333333333336,3.0,0.2,,,,,,,,,,,,,,,,,,,,,,
HR Shokeen,2.0,43.0,2.0,48.0,25.0,13.0,5.0,5.0,0.0,25.0,1.0,0.0,0.0,0.0,89.58333333333334,21.5,0.0,0.1,4.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,123.0,7.0,2.0,90.0,7.0,10.0,47.0,26.0,3.0,47.0,45.0,61.5,8.2,130.0
HV Patel,31.0,230.0,21.0,178.0,80.0,70.0,11.0,15.0,13.0,36.0,2.0,0.0,0.0,0.0,129.21348314606743,10.952380952380953,10.0,0.16,17.0,27.0,20.0,8.0,1.0,1.0,1.0,75.0,2092.0,140.0,106.0,1583.0,185.0,86.0,655.0,619.0,106.0,53.0,14.933962264150944,19.735849056603772,7.929248262792168,2232.0
Harbhajan Singh,88.0,833.0,56.0,604.0,285.0,195.0,35.0,79.0,42.0,64.0,7.0,1.0,0.0,0.0,137.91390728476821,14.875,32.0,0.2,65.0,49.0,31.0,11.0,3.0,1.0,0.0,160.0,3928.0,173.0,161.0,3420.0,296.0,145.0,1390.0,1468.0,185.0,56.0,21.242236024844722,24.39751552795031,6.891228070175439,4101.0
Harmeet Singh,4.0,18.0,2.0,12.0,5.0,2.0,2.0,3.0,0.0,14.0,0.0,0.0,0.0,0.0,150.0,9.0,2.0,0.25,10.0,8.0,7.0,3.0,0.0,0.0,0.0,28.0,698.0,49.0,31.0,553.0,69.0,22.0,236.0,204.0,43.0,45.0,17.838709677419356,22.516129032258064,7.573236889692586,747.0
Harpreet Brar,9.0,106.0,3.0,95.0,46.0,34.0,9.0,6.0,5.0,25.0,1.0,0.0,0.0,0.0,111.57894736842104,35.333333333333336,6.0,0.12,10.0,3.0,0.0,2.0,0.0,0.0,0.0,15.0,363.0,16.0,9.0,288.0,21.0,19.0,115.0,118.0,22.0,40.0,32.0,40.333333333333336,7.5625,379.0
Harpreet Singh,3.0,20.0,2.0,26.0,8.0,16.0,2.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,76.92307692307693,10.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Harshit Rana,2.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,100.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,2.0,1.0,31.0,5.0,3.0,12.0,10.0,1.0,27.0,31.0,50.0,9.677419354838708,52.0
I Malhotra,1.0,7.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,175.0,inf,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,0.0,0.0,6.0,2.0,2.0,0.0,1.0,1.0,23.0,inf,inf,23.0,23.0
I Sharma,18.0,55.0,7.0,61.0,32.0,21.0,3.0,4.0,2.0,10.0,0.0,0.0,0.0,0.0,90.1639344262295,7.857142857142857,11.0,0.1,42.0,31.0,14.0,3.0,0.0,1.0,0.0,91.0,2542.0,197.0,73.0,1982.0,305.0,79.0,969.0,565.0,125.0,63.0,27.15068493150685,34.821917808219176,7.695257315842584,2739.0
I Udana,4.0,15.0,3.0,11.0,4.0,5.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,136.36363636363635,5.0,1.0,0.18,4.0,4.0,2.0,0.0,0.0,0.0,0.0,10.0,274.0,12.0,8.0,174.0,26.0,11.0,57.0,72.0,16.0,42.0,21.75,34.25,9.448275862068964,286.0
IC Pandey,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,4.0,0.0,0.0,0.0,0.0,24.0,584.0,25.0,19.0,464.0,77.0,17.0,229.0,123.0,18.0,41.0,24.42105263157895,30.736842105263158,7.551724137931034,609.0
IK Pathan,79.0,1105.0,50.0,918.0,360.0,398.0,71.0,83.0,37.0,60.0,8.0,1.0,0.0,0.0,120.37037037037037,22.1,29.0,0.13,33.0,34.0,20.0,8.0,0.0,0.0,0.0,95.0,2450.0,138.0,98.0,1948.0,277.0,79.0,912.0,631.0,110.0,47.0,19.877551020408163,25.0,7.546201232032855,2588.0
IR Jaggi,6.0,71.0,5.0,89.0,48.0,31.0,5.0,6.0,0.0,28.0,2.0,0.0,0.0,0.0,79.7752808988764,14.2,1.0,0.07,,,,,,,,,,,,,,,,,,,,,,
IS Sodhi,2.0,7.0,2.0,17.0,11.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,41.17647058823529,3.5,0.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,8.0,201.0,3.0,9.0,181.0,9.0,8.0,67.0,80.0,17.0,40.0,20.11111111111111,22.333333333333332,6.662983425414364,204.0
Imran Tahir,8.0,33.0,4.0,37.0,21.0,9.0,2.0,5.0,0.0,13.0,0.0,0.0,0.0,0.0,89.1891891891892,8.25,4.0,0.14,14.0,20.0,11.0,8.0,5.0,0.0,0.0,58.0,1659.0,63.0,86.0,1311.0,97.0,83.0,472.0,592.0,86.0,59.0,15.244186046511627,19.290697674418606,7.592677345537758,1722.0
Iqbal Abdulla,13.0,88.0,1.0,84.0,36.0,34.0,6.0,9.0,1.0,33.0,1.0,0.0,0.0,0.0,104.76190476190477,88.0,12.0,0.12,21.0,12.0,8.0,5.0,0.0,0.0,0.0,46.0,1051.0,40.0,43.0,878.0,85.0,37.0,346.0,381.0,47.0,40.0,20.41860465116279,24.441860465116278,7.182232346241458,1091.0
Ishan Kishan,70.0,1870.0,62.0,1413.0,573.0,547.0,70.0,166.0,85.0,99.0,24.0,12.0,3.0,0.0,132.34253361641896,30.161290322580644,8.0,0.18,,,,,,,,,,,,,,,,,,,,,,
J Arunkumar,3.0,23.0,3.0,23.0,16.0,3.0,0.0,5.0,0.0,22.0,0.0,0.0,0.0,0.0,100.0,7.666666666666667,0.0,0.22,,,,,,,,,,,,,,,,,,,,,,
J Botha,28.0,409.0,22.0,359.0,138.0,143.0,37.0,39.0,5.0,67.0,3.0,1.0,0.0,0.0,113.9275766016713,18.59090909090909,6.0,0.12,13.0,15.0,3.0,2.0,0.0,0.0,0.0,33.0,756.0,35.0,27.0,670.0,56.0,24.0,273.0,283.0,42.0,42.0,24.814814814814813,28.0,6.7701492537313435,791.0
J Suchith,9.0,70.0,4.0,61.0,30.0,18.0,5.0,6.0,3.0,34.0,1.0,0.0,0.0,0.0,114.75409836065573,17.5,5.0,0.15,5.0,12.0,4.0,0.0,0.0,0.0,0.0,21.0,585.0,19.0,20.0,420.0,47.0,26.0,156.0,171.0,32.0,45.0,21.0,29.25,8.357142857142858,604.0
J Syed Mohammad,5.0,29.0,2.0,26.0,11.0,11.0,1.0,4.0,0.0,13.0,0.0,0.0,0.0,0.0,111.53846153846155,14.5,3.0,0.15,4.0,4.0,3.0,0.0,0.0,0.0,0.0,11.0,279.0,7.0,10.0,192.0,18.0,12.0,54.0,90.0,21.0,43.0,19.2,27.9,8.71875,286.0
J Theron,4.0,10.0,2.0,12.0,6.0,6.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,83.33333333333334,5.0,2.0,0.08,2.0,6.0,1.0,0.0,0.0,1.0,0.0,10.0,288.0,23.0,13.0,223.0,28.0,9.0,88.0,98.0,12.0,42.0,17.153846153846153,22.153846153846153,7.748878923766815,311.0
J Yadav,4.0,40.0,2.0,36.0,14.0,16.0,5.0,2.0,1.0,23.0,0.0,0.0,0.0,0.0,111.11111111111111,20.0,2.0,0.08,11.0,7.0,1.0,0.0,0.0,0.0,0.0,19.0,411.0,10.0,9.0,368.0,29.0,15.0,154.0,147.0,29.0,37.0,40.888888888888886,45.666666666666664,6.701086956521739,421.0
JA Morkel,64.0,934.0,40.0,651.0,239.0,269.0,53.0,58.0,54.0,73.0,8.0,3.0,0.0,0.0,143.4715821812596,23.35,24.0,0.17,26.0,32.0,15.0,7.0,3.0,0.0,0.0,83.0,2167.0,148.0,95.0,1670.0,255.0,53.0,730.0,578.0,115.0,56.0,17.57894736842105,22.810526315789474,7.7856287425149695,2315.0
JA Richardson,2.0,15.0,2.0,24.0,16.0,7.0,0.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,62.5,7.5,0.0,0.08,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,114.0,8.0,3.0,66.0,9.0,7.0,27.0,18.0,7.0,53.0,22.0,38.0,10.363636363636363,122.0
JC Archer,21.0,195.0,13.0,124.0,46.0,47.0,10.0,11.0,14.0,27.0,2.0,0.0,0.0,0.0,157.25806451612902,15.0,8.0,0.2,8.0,12.0,8.0,6.0,0.0,0.0,0.0,34.0,918.0,59.0,46.0,812.0,78.0,42.0,414.0,257.0,44.0,46.0,17.652173913043477,19.956521739130434,6.7832512315270925,977.0
JC Buttler,79.0,2736.0,69.0,1849.0,761.0,615.0,130.0,271.0,126.0,124.0,19.0,14.0,6.0,5.0,147.97187669010276,39.65217391304348,10.0,0.21,,,,,,,,,,,,,,,,,,,,,,
JD Ryder,29.0,604.0,29.0,458.0,200.0,145.0,30.0,69.0,19.0,86.0,4.0,4.0,1.0,0.0,131.87772925764193,20.82758620689655,0.0,0.19,8.0,6.0,1.0,1.0,0.0,0.0,0.0,16.0,297.0,17.0,11.0,236.0,21.0,13.0,89.0,101.0,17.0,34.0,21.454545454545453,27.0,7.5508474576271185,314.0
JD Unadkat,21.0,164.0,11.0,133.0,54.0,50.0,13.0,13.0,6.0,26.0,1.0,0.0,0.0,0.0,123.30827067669172,14.909090909090908,10.0,0.14,34.0,24.0,19.0,6.0,1.0,2.0,0.0,86.0,2618.0,77.0,94.0,1843.0,221.0,120.0,678.0,736.0,123.0,51.0,19.606382978723403,27.851063829787233,8.52306022788931,2695.0
JDP Oram,11.0,106.0,8.0,108.0,50.0,46.0,3.0,6.0,5.0,41.0,1.0,0.0,0.0,0.0,98.14814814814815,13.25,3.0,0.1,7.0,2.0,4.0,1.0,0.0,0.0,0.0,14.0,342.0,20.0,13.0,238.0,34.0,14.0,92.0,89.0,14.0,51.0,18.307692307692307,26.307692307692307,8.621848739495798,362.0
JDS Neesham,10.0,92.0,8.0,93.0,40.0,34.0,11.0,6.0,2.0,22.0,0.0,0.0,0.0,0.0,98.9247311827957,11.5,2.0,0.09,8.0,3.0,1.0,1.0,0.0,0.0,0.0,13.0,328.0,14.0,8.0,216.0,32.0,14.0,74.0,89.0,12.0,51.0,27.0,41.0,9.11111111111111,342.0
JE Taylor,2.0,3.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,100.0,inf,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,152.0,15.0,6.0,118.0,10.0,9.0,59.0,30.0,14.0,43.0,19.666666666666668,25.333333333333332,7.728813559322033,167.0
JEC Franklin,16.0,327.0,11.0,301.0,124.0,129.0,22.0,25.0,8.0,79.0,5.0,1.0,1.0,0.0,108.63787375415282,29.727272727272727,5.0,0.11,8.0,5.0,2.0,0.0,0.0,0.0,0.0,15.0,216.0,9.0,9.0,153.0,21.0,6.0,43.0,75.0,9.0,35.0,17.0,24.0,8.470588235294118,225.0
JH Kallis,93.0,2389.0,88.0,2185.0,965.0,876.0,110.0,250.0,44.0,89.0,23.0,17.0,3.0,0.0,109.33638443935926,27.147727272727273,5.0,0.13,41.0,24.0,18.0,4.0,0.0,0.0,0.0,87.0,2198.0,125.0,72.0,1727.0,234.0,58.0,683.0,692.0,101.0,50.0,23.98611111111111,30.52777777777778,7.636363636363637,2323.0
JJ Bumrah,22.0,56.0,8.0,66.0,33.0,26.0,4.0,4.0,1.0,16.0,0.0,0.0,0.0,0.0,84.84848484848484,7.0,14.0,0.08,38.0,38.0,20.0,15.0,7.0,2.0,0.0,120.0,3298.0,201.0,161.0,2793.0,307.0,102.0,1228.0,994.0,214.0,55.0,17.347826086956523,20.48447204968944,7.084854994629431,3499.0
JJ Roy,13.0,329.0,11.0,255.0,113.0,89.0,12.0,39.0,9.0,91.0,3.0,2.0,1.0,0.0,129.01960784313727,29.90909090909091,2.0,0.19,,,,,,,,,,,,,,,,,,,,,,
JJ van der Wath,3.0,18.0,2.0,16.0,8.0,6.0,1.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,112.5,9.0,1.0,0.12,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,125.0,9.0,3.0,74.0,17.0,6.0,35.0,16.0,1.0,50.0,24.666666666666668,41.666666666666664,10.135135135135135,134.0
JL Denly,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
JL Pattinson,2.0,15.0,1.0,13.0,4.0,7.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,115.38461538461537,15.0,1.0,0.15,4.0,1.0,5.0,0.0,0.0,0.0,0.0,10.0,311.0,10.0,11.0,213.0,34.0,10.0,87.0,68.0,22.0,51.0,19.363636363636363,28.272727272727273,8.76056338028169,321.0
JM Bairstow,39.0,1291.0,38.0,905.0,386.0,299.0,56.0,133.0,55.0,114.0,11.0,9.0,2.0,1.0,142.65193370165744,33.973684210526315,1.0,0.21,,,,,,,,,,,,,,,,,,,,,,
JM Kemp,2.0,26.0,2.0,24.0,11.0,9.0,2.0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,108.33333333333333,13.0,0.0,0.08,4.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,51.0,7.0,3.0,44.0,6.0,1.0,21.0,17.0,2.0,14.0,14.666666666666666,17.0,6.954545454545455,58.0
JM Sharma,10.0,234.0,8.0,143.0,54.0,49.0,11.0,22.0,12.0,44.0,5.0,0.0,0.0,0.0,163.63636363636365,29.25,2.0,0.24,,,,,,,,,,,,,,,,,,,,,,
JO Holder,24.0,247.0,19.0,200.0,93.0,71.0,11.0,13.0,17.0,47.0,2.0,0.0,0.0,0.0,123.50000000000001,13.0,5.0,0.15,12.0,10.0,6.0,7.0,3.0,0.0,0.0,38.0,1124.0,75.0,55.0,827.0,106.0,40.0,341.0,316.0,66.0,50.0,15.036363636363637,20.436363636363637,8.154776299879082,1199.0
JP Duminy,73.0,2011.0,47.0,1617.0,557.0,769.0,125.0,125.0,79.0,78.0,18.0,14.0,1.0,0.0,124.3661100803958,42.787234042553195,26.0,0.13,32.0,13.0,3.0,0.0,1.0,0.0,0.0,49.0,802.0,45.0,23.0,678.0,53.0,33.0,265.0,308.0,42.0,33.0,29.47826086956522,34.869565217391305,7.097345132743362,847.0
JP Faulkner,45.0,527.0,28.0,390.0,145.0,160.0,41.0,36.0,23.0,46.0,6.0,0.0,0.0,0.0,135.12820512820514,18.821428571428573,17.0,0.15,20.0,22.0,8.0,5.0,2.0,3.0,0.0,60.0,1744.0,105.0,76.0,1243.0,160.0,67.0,487.0,448.0,121.0,54.0,16.355263157894736,22.94736842105263,8.418342719227674,1849.0
JPR Scantlebury-Searles,2.0,8.0,1.0,6.0,3.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,133.33333333333331,8.0,1.0,0.17,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,86.0,3.0,2.0,42.0,4.0,7.0,10.0,21.0,2.0,49.0,21.0,43.0,12.285714285714285,89.0
JR Hazlewood,5.0,18.0,0.0,26.0,13.0,12.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,69.23076923076923,inf,5.0,0.04,8.0,5.0,6.0,4.0,1.0,0.0,0.0,24.0,718.0,36.0,33.0,549.0,75.0,30.0,257.0,170.0,31.0,62.0,16.636363636363637,21.757575757575758,7.846994535519126,754.0
JR Hopes,18.0,413.0,16.0,300.0,117.0,110.0,19.0,49.0,11.0,71.0,2.0,4.0,0.0,0.0,137.66666666666666,25.8125,2.0,0.2,8.0,10.0,1.0,0.0,0.0,0.0,0.0,19.0,537.0,22.0,12.0,354.0,44.0,28.0,124.0,141.0,26.0,53.0,29.5,44.75,9.101694915254237,559.0
JR Philippe,5.0,78.0,4.0,77.0,38.0,28.0,4.0,9.0,1.0,33.0,2.0,0.0,0.0,0.0,101.29870129870129,19.5,1.0,0.13,,,,,,,,,,,,,,,,,,,,,,
Jaskaran Singh,4.0,8.0,2.0,11.0,5.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,72.72727272727273,4.0,2.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,7.0,162.0,12.0,6.0,106.0,23.0,4.0,49.0,25.0,9.0,34.0,17.666666666666668,27.0,9.169811320754718,174.0
Joginder Sharma,5.0,36.0,4.0,30.0,10.0,14.0,3.0,1.0,2.0,16.0,0.0,0.0,0.0,0.0,120.0,9.0,1.0,0.1,5.0,7.0,3.0,0.0,0.0,0.0,0.0,15.0,402.0,19.0,13.0,263.0,38.0,17.0,83.0,120.0,14.0,46.0,20.23076923076923,30.923076923076923,9.171102661596958,421.0
K Goel,13.0,166.0,11.0,183.0,102.0,59.0,8.0,13.0,6.0,26.0,1.0,0.0,0.0,0.0,90.7103825136612,15.090909090909092,2.0,0.1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,69.0,2.0,0.0,48.0,6.0,2.0,15.0,20.0,5.0,25.0,inf,inf,8.625,71.0
K Gowtham,18.0,166.0,14.0,104.0,43.0,30.0,10.0,11.0,11.0,33.0,1.0,0.0,0.0,0.0,159.6153846153846,11.857142857142858,4.0,0.21,13.0,8.0,5.0,0.0,0.0,0.0,0.0,26.0,618.0,22.0,18.0,462.0,53.0,28.0,174.0,188.0,25.0,45.0,25.666666666666668,34.333333333333336,8.025974025974026,640.0
K Kartikeya,1.0,3.0,1.0,5.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,60.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,102.0,1.0,5.0,78.0,8.0,5.0,30.0,30.0,5.0,32.0,15.6,20.4,7.846153846153847,103.0
K Rabada,23.0,186.0,14.0,177.0,92.0,62.0,12.0,16.0,6.0,44.0,2.0,0.0,0.0,0.0,105.08474576271188,13.285714285714286,9.0,0.12,11.0,19.0,17.0,9.0,7.0,0.0,0.0,63.0,1901.0,122.0,108.0,1447.0,187.0,75.0,648.0,479.0,103.0,58.0,13.398148148148149,17.60185185185185,7.882515549412577,2023.0
K Upadhyay,2.0,12.0,0.0,9.0,3.0,4.0,1.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,133.33333333333331,inf,2.0,0.11,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,79.0,2.0,0.0,54.0,9.0,3.0,22.0,20.0,1.0,33.0,inf,inf,8.777777777777779,81.0
K Yadav,1.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,1.0,0.0,12.0,3.0,0.0,5.0,4.0,0.0,16.0,inf,inf,8.0,17.0
KA Jamieson,7.0,65.0,3.0,55.0,25.0,18.0,3.0,5.0,3.0,16.0,0.0,0.0,0.0,0.0,118.18181818181819,21.666666666666668,4.0,0.15,3.0,4.0,1.0,1.0,0.0,0.0,0.0,9.0,258.0,13.0,9.0,171.0,27.0,14.0,79.0,52.0,7.0,40.0,19.0,28.666666666666668,9.052631578947368,271.0
KA Pollard,168.0,3437.0,129.0,2329.0,967.0,872.0,154.0,221.0,224.0,87.0,32.0,16.0,3.0,0.0,147.57406612279948,26.643410852713178,39.0,0.19,51.0,36.0,17.0,1.0,2.0,0.0,0.0,107.0,2077.0,123.0,81.0,1496.0,169.0,78.0,518.0,711.0,108.0,45.0,18.469135802469136,25.641975308641975,8.330213903743315,2200.0
KAJ Roach,1.0,10.0,1.0,9.0,3.0,4.0,1.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,111.11111111111111,10.0,0.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,76.0,4.0,0.0,49.0,10.0,3.0,24.0,12.0,3.0,46.0,inf,inf,9.306122448979592,80.0
KB Arun Karthik,7.0,50.0,4.0,49.0,23.0,19.0,3.0,4.0,1.0,19.0,0.0,0.0,0.0,0.0,102.04081632653062,12.5,3.0,0.1,,,,,,,,,,,,,,,,,,,,,,
KC Cariappa,4.0,12.0,3.0,13.0,7.0,4.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,92.3076923076923,4.0,1.0,0.08,4.0,4.0,2.0,0.0,0.0,0.0,0.0,10.0,286.0,8.0,8.0,199.0,21.0,12.0,63.0,91.0,15.0,40.0,24.875,35.75,8.623115577889447,294.0
KC Sangakkara,66.0,1653.0,67.0,1357.0,539.0,547.0,78.0,192.0,27.0,94.0,20.0,10.0,2.0,0.0,121.81282240235814,24.671641791044777,-1.0,0.16,,,,,,,,,,,,,,,,,,,,,,
KD Karthik,204.0,4293.0,166.0,3242.0,1205.0,1326.0,233.0,419.0,132.0,97.0,53.0,20.0,2.0,0.0,132.4182603331277,25.86144578313253,38.0,0.17,,,,,,,,,,,,,,,,,,,,,,
