Venue,Ball_Number,0,1,2,3,4,5,6,Wickets,TotalBalls
Vidarbha Cricket Association Stadium,117,2,1,0,0,0,0,1,1,5
Vidarbha Cricket Association Stadium,118,4,0,0,0,1,0,0,2,7
Vidarbha Cricket Association Stadium,119,2,2,0,0,0,0,0,3,7
Vidarbha Cricket Association Stadium,120,1,1,1,0,0,0,0,1,4
Wankhede Stadium,1,123,37,6,0,21,0,1,13,201
Wankhede Stadium,2,130,34,7,1,21,0,2,8,203
Wankhede Stadium,3,116,51,7,1,21,0,4,5,205
Wankhede Stadium,4,103,46,8,0,34,0,5,8,204
Wankhede Stadium,5,117,42,7,1,28,0,0,9,204
Wankhede Stadium,6,110,42,8,1,30,0,1,5,197
Wankhede Stadium,7,137,56,8,0,31,0,3,9,244
Wankhede Stadium,8,115,47,9,0,25,0,5,4,205
Wankhede Stadium,9,115,49,4,1,27,0,4,13,213
Wankhede Stadium,10,103,51,5,1,33,0,3,4,200
Wankhede Stadium,11,108,41,2,1,30,0,12,10,204
Wankhede Stadium,12,95,56,6,1,27,0,7,3,195
Wankhede Stadium,13,124,63,10,1,40,0,8,13,259
Wankhede Stadium,14,96,52,13,1,35,0,10,5,212
Wankhede Stadium,15,91,62,6,0,35,0,4,7,205
Wankhede Stadium,16,92,55,10,3,28,0,5,6,199
Wankhede Stadium,17,98,59,7,2,30,1,4,11,212
Wankhede Stadium,18,90,52,12,3,28,1,6,8,200
Wankhede Stadium,19,106,52,12,1,50,0,8,10,239
Wankhede Stadium,20,103,51,11,2,28,0,8,6,209
Wankhede Stadium,21,88,62,4,2,37,0,8,12,213
Wankhede Stadium,22,92,46,11,0,33,0,19,14,215
Wankhede Stadium,23,97,51,4,0,29,1,9,11,202
Wankhede Stadium,24,95,52,3,1,40,0,7,10,208
Wankhede Stadium,25,100,70,11,2,37,0,6,7,233
Wankhede Stadium,26,102,47,5,1,36,0,10,10,211
Wankhede Stadium,27,89,51,9,2,34,0,15,8,208
Wankhede Stadium,28,96,46,9,0,37,0,10,7,205
Wankhede Stadium,29,82,50,14,1,36,0,12,6,201
Wankhede Stadium,30,102,50,5,0,29,0,10,10,206
Wankhede Stadium,31,104,71,6,0,39,0,12,14,246
Wankhede Stadium,32,88,63,10,0,31,0,15,13,220
Wankhede Stadium,33,98,56,9,0,34,0,4,10,211
Wankhede Stadium,34,89,50,10,0,32,1,16,11,209
Wankhede Stadium,35,94,55,11,0,22,0,11,10,203
Wankhede Stadium,36,76,80,9,0,23,0,10,3,201
Wankhede Stadium,37,100,97,9,0,21,0,5,6,238
Wankhede Stadium,38,74,99,8,1,19,0,5,7,213
Wankhede Stadium,39,84,88,7,0,13,0,5,4,201
Wankhede Stadium,40,75,84,12,0,22,0,5,8,206
Wankhede Stadium,41,66,106,10,0,15,0,8,5,210
Wankhede Stadium,42,82,85,12,1,12,0,5,7,204
Wankhede Stadium,43,83,97,11,0,20,0,8,9,228
Wankhede Stadium,44,70,95,8,0,26,0,4,8,211
Wankhede Stadium,45,60,96,6,0,26,0,9,8,205
Wankhede Stadium,46,74,84,13,0,19,0,5,9,204
Wankhede Stadium,47,61,100,11,1,17,0,8,4,202
Wankhede Stadium,48,69,85,18,1,13,0,14,4,204
Wankhede Stadium,49,84,89,18,0,23,0,17,9,240
Wankhede Stadium,50,57,93,19,0,21,0,13,9,212
Wankhede Stadium,51,72,80,11,1,22,0,8,19,213
Wankhede Stadium,52,62,90,9,1,20,0,9,7,198
Wankhede Stadium,53,67,97,10,0,17,0,10,10,211
Wankhede Stadium,54,75,74,13,0,27,0,10,5,204
Wankhede Stadium,55,93,105,14,0,23,0,6,11,252
Wankhede Stadium,56,69,97,11,0,18,0,8,8,211
Wankhede Stadium,57,62,98,10,0,19,0,6,8,203
Wankhede Stadium,58,73,90,11,0,13,0,8,8,203
Wankhede Stadium,59,67,87,10,0,20,0,10,10,204
Wankhede Stadium,60,53,104,13,0,16,0,10,4,200
Wankhede Stadium,61,76,108,17,0,23,0,8,5,237
Wankhede Stadium,62,70,84,9,1,25,0,19,9,217
Wankhede Stadium,63,67,87,10,0,29,0,6,5,204
Wankhede Stadium,64,60,91,18,0,19,0,8,7,203
Wankhede Stadium,65,69,91,19,0,18,0,5,8,210
Wankhede Stadium,66,64,84,14,0,25,0,11,8,206
Wankhede Stadium,67,68,109,14,1,17,0,15,11,235
Wankhede Stadium,68,66,84,10,0,30,0,9,11,210
Wankhede Stadium,69,61,89,9,1,25,0,14,7,206
Wankhede Stadium,70,63,89,15,0,25,0,9,9,210
Wankhede Stadium,71,61,89,10,1,28,0,10,10,209
Wankhede Stadium,72,61,90,7,0,24,0,13,6,201
Wankhede Stadium,73,76,101,8,0,23,0,18,13,239
Wankhede Stadium,74,66,82,15,0,24,0,11,12,210
Wankhede Stadium,75,67,96,13,0,15,0,7,7,205
Wankhede Stadium,76,55,100,12,0,19,0,15,13,214
Wankhede Stadium,77,59,90,11,0,21,0,12,11,204
Wankhede Stadium,78,70,87,9,0,18,0,11,13,208
Wankhede Stadium,79,68,118,10,0,19,0,16,13,244
Wankhede Stadium,80,71,85,12,2,21,0,12,12,215
Wankhede Stadium,81,66,90,13,0,20,0,11,13,213
Wankhede Stadium,82,76,87,11,0,20,0,8,14,216
Wankhede Stadium,83,55,85,10,2,31,0,11,7,201
Wankhede Stadium,84,61,91,7,0,24,0,10,6,199
Wankhede Stadium,85,77,89,17,0,28,0,13,11,235
Wankhede Stadium,86,61,85,16,0,28,0,13,12,215
Wankhede Stadium,87,70,77,15,0,21,0,9,10,202
Wankhede Stadium,88,53,95,17,0,21,0,9,8,203
Wankhede Stadium,89,62,86,15,0,22,0,9,10,204
Wankhede Stadium,90,64,72,7,0,28,1,14,8,194
Wankhede Stadium,91,60,117,13,0,22,0,10,18,240
Wankhede Stadium,92,55,80,13,1,23,0,19,11,202
Wankhede Stadium,93,60,78,14,0,17,0,18,16,203
Wankhede Stadium,94,50,82,16,1,23,0,11,13,196
Wankhede Stadium,95,67,75,10,0,19,0,13,15,199
Wankhede Stadium,96,58,74,12,0,23,0,18,12,197
Wankhede Stadium,97,52,101,10,1,32,0,14,12,222
Wankhede Stadium,98,50,84,12,0,24,0,14,7,191
Wankhede Stadium,99,52,86,11,0,23,0,9,12,193
Wankhede Stadium,100,57,80,9,0,22,0,13,16,197
Wankhede Stadium,101,53,76,13,0,23,0,13,18,196
Wankhede Stadium,102,55,74,16,0,23,0,12,9,189
