Venue,Ball_Number,0,1,2,3,4,5,6,Wickets,TotalBalls
Buffalo Park,105,0,4,1,0,0,0,0,0,5
Buffalo Park,106,0,3,0,0,1,0,1,0,5
Buffalo Park,107,1,4,0,0,0,0,0,1,6
Buffalo Park,108,2,2,0,0,0,0,1,1,6
Buffalo Park,109,0,2,0,0,3,0,0,0,5
Buffalo Park,110,1,3,0,0,0,0,0,0,4
Buffalo Park,111,1,3,0,0,0,0,0,0,4
Buffalo Park,112,0,3,0,0,1,0,0,0,4
Buffalo Park,113,1,2,1,0,1,0,0,0,5
Buffalo Park,114,2,1,0,0,1,0,0,3,7
Buffalo Park,115,2,4,0,0,0,0,0,1,7
Buffalo Park,116,1,3,0,0,0,0,0,0,4
Buffalo Park,117,1,0,0,0,0,0,1,1,3
Buffalo Park,118,1,1,0,0,2,0,0,1,5
Buffalo Park,119,1,1,1,0,1,0,0,0,4
Buffalo Park,120,0,3,0,0,0,0,1,1,5
De Beers Diamond Oval,1,2,3,0,0,0,0,0,0,5
De Beers Diamond Oval,2,2,3,0,0,0,0,0,0,5
De Beers Diamond Oval,3,5,1,0,0,0,0,0,1,7
De Beers Diamond Oval,4,3,0,0,0,2,0,0,0,5
De Beers Diamond Oval,5,3,1,0,0,2,0,0,0,6
De Beers Diamond Oval,6,3,1,1,0,1,0,0,0,6
De Beers Diamond Oval,7,4,3,0,0,1,0,1,1,10
De Beers Diamond Oval,8,4,1,0,0,1,0,0,0,6
De Beers Diamond Oval,9,4,0,1,0,1,0,0,0,6
De Beers Diamond Oval,10,3,2,0,1,0,0,0,0,6
De Beers Diamond Oval,11,3,2,0,0,1,0,0,0,6
De Beers Diamond Oval,12,3,2,1,0,0,0,0,0,6
De Beers Diamond Oval,13,2,2,0,0,1,0,0,0,5
De Beers Diamond Oval,14,5,0,0,0,1,0,0,0,6
De Beers Diamond Oval,15,0,4,0,0,0,0,1,0,5
De Beers Diamond Oval,16,3,2,0,0,0,0,0,0,5
De Beers Diamond Oval,17,2,2,1,0,1,0,0,0,6
De Beers Diamond Oval,18,2,2,0,0,1,0,1,0,6
De Beers Diamond Oval,19,6,2,0,0,0,0,1,1,10
De Beers Diamond Oval,20,3,0,2,0,0,0,0,0,5
De Beers Diamond Oval,21,3,0,1,0,2,0,0,1,7
De Beers Diamond Oval,22,5,0,1,0,0,0,0,1,7
De Beers Diamond Oval,23,4,1,0,0,1,0,0,0,6
De Beers Diamond Oval,24,3,0,0,0,2,0,1,1,7
De Beers Diamond Oval,25,5,1,1,0,0,0,0,0,7
De Beers Diamond Oval,26,2,2,0,0,0,0,0,0,4
De Beers Diamond Oval,27,4,0,1,0,0,0,1,1,7
De Beers Diamond Oval,28,3,1,1,0,1,0,0,0,6
De Beers Diamond Oval,29,2,4,0,0,0,0,0,1,7
De Beers Diamond Oval,30,3,2,1,0,0,0,0,0,6
De Beers Diamond Oval,31,6,0,0,0,0,0,1,0,7
De Beers Diamond Oval,32,1,0,1,0,4,0,0,0,6
De Beers Diamond Oval,33,2,2,1,0,0,0,0,0,5
De Beers Diamond Oval,34,2,2,0,0,1,0,1,0,6
De Beers Diamond Oval,35,3,2,1,0,0,0,0,1,7
De Beers Diamond Oval,36,5,0,1,0,0,0,0,1,7
De Beers Diamond Oval,37,1,2,1,1,1,0,0,0,6
De Beers Diamond Oval,38,3,3,0,0,0,0,0,0,6
De Beers Diamond Oval,39,2,1,3,0,0,0,0,1,7
De Beers Diamond Oval,40,4,1,0,0,1,0,0,0,6
De Beers Diamond Oval,41,0,3,0,0,1,0,0,0,4
De Beers Diamond Oval,42,3,2,1,0,0,0,0,0,6
De Beers Diamond Oval,43,3,4,0,0,0,0,0,0,7
De Beers Diamond Oval,44,3,1,0,0,1,0,0,0,5
De Beers Diamond Oval,45,1,4,1,0,0,0,0,0,6
De Beers Diamond Oval,46,1,2,2,0,1,0,0,0,6
De Beers Diamond Oval,47,4,2,0,0,0,0,0,1,7
De Beers Diamond Oval,48,1,4,0,1,0,0,0,0,6
De Beers Diamond Oval,49,1,4,0,0,0,0,1,0,6
De Beers Diamond Oval,50,1,1,0,0,2,0,2,0,6
De Beers Diamond Oval,51,1,5,0,0,0,0,0,0,6
De Beers Diamond Oval,52,2,4,0,0,0,0,0,0,6
De Beers Diamond Oval,53,3,0,0,0,1,0,2,1,7
De Beers Diamond Oval,54,0,4,0,0,1,0,0,0,5
De Beers Diamond Oval,55,3,3,0,0,2,0,0,0,8
De Beers Diamond Oval,56,2,3,1,0,0,0,0,1,7
De Beers Diamond Oval,57,3,2,1,0,0,0,0,1,7
De Beers Diamond Oval,58,2,4,0,0,0,0,0,1,7
De Beers Diamond Oval,59,0,4,1,0,0,0,0,0,5
De Beers Diamond Oval,60,1,4,0,0,1,0,0,1,7
De Beers Diamond Oval,61,5,1,0,0,0,0,0,0,6
De Beers Diamond Oval,62,4,2,0,0,0,0,0,0,6
De Beers Diamond Oval,63,0,3,2,0,0,0,0,0,5
De Beers Diamond Oval,64,4,1,1,0,0,0,0,1,7
De Beers Diamond Oval,65,1,3,0,0,1,0,1,0,6
De Beers Diamond Oval,66,3,1,0,0,2,0,0,0,6
De Beers Diamond Oval,67,2,2,1,0,0,0,0,0,5
De Beers Diamond Oval,68,4,1,0,0,1,0,0,1,7
De Beers Diamond Oval,69,2,3,0,0,1,0,0,1,7
De Beers Diamond Oval,70,2,3,1,0,0,0,0,0,6
De Beers Diamond Oval,71,2,3,1,0,0,0,0,0,6
De Beers Diamond Oval,72,4,2,0,0,0,0,0,0,6
De Beers Diamond Oval,73,1,3,1,0,0,0,1,0,6
De Beers Diamond Oval,74,1,4,0,0,0,0,0,1,6
De Beers Diamond Oval,75,3,3,0,0,0,0,0,0,6
De Beers Diamond Oval,76,5,1,0,0,0,0,0,0,6
De Beers Diamond Oval,77,2,3,0,0,0,0,1,0,6
De Beers Diamond Oval,78,4,1,1,0,0,0,0,0,6
De Beers Diamond Oval,79,2,4,0,0,0,0,0,1,7
De Beers Diamond Oval,80,1,3,0,0,1,0,1,0,6
De Beers Diamond Oval,81,3,2,0,0,1,0,0,0,6
De Beers Diamond Oval,82,1,4,1,0,0,0,0,1,7
De Beers Diamond Oval,83,3,3,0,0,0,0,0,0,6
De Beers Diamond Oval,84,1,4,0,0,0,0,1,0,6
De Beers Diamond Oval,85,2,4,0,0,0,0,0,1,7
De Beers Diamond Oval,86,3,1,0,0,0,0,1,1,6
De Beers Diamond Oval,87,1,2,2,0,1,0,0,0,6
De Beers Diamond Oval,88,1,4,1,0,0,0,0,0,6
De Beers Diamond Oval,89,1,3,0,0,1,0,1,0,6
De Beers Diamond Oval,90,0,1,3,0,0,0,0,0,4
De Beers Diamond Oval,91,1,4,0,0,1,0,1,0,7
De Beers Diamond Oval,92,3,0,2,0,1,0,0,1,7
De Beers Diamond Oval,93,1,3,0,0,1,0,1,0,6
De Beers Diamond Oval,94,3,2,0,0,1,0,0,1,7
De Beers Diamond Oval,95,4,1,0,0,0,0,0,1,6
De Beers Diamond Oval,96,0,3,0,0,1,0,1,0,5
De Beers Diamond Oval,97,1,2,3,0,0,0,0,0,6
De Beers Diamond Oval,98,2,3,0,0,0,0,1,2,8
De Beers Diamond Oval,99,2,2,0,0,1,0,1,1,7
De Beers Diamond Oval,100,2,3,1,0,0,0,0,1,7
De Beers Diamond Oval,101,1,1,0,0,1,0,3,0,6
De Beers Diamond Oval,102,1,2,1,0,0,0,1,0,5
De Beers Diamond Oval,103,2,3,1,0,1,0,0,0,7
De Beers Diamond Oval,104,1,2,2,0,1,0,0,1,7
De Beers Diamond Oval,105,0,3,1,0,0,0,1,0,5
De Beers Diamond Oval,106,2,2,0,0,1,0,1,0,6
De Beers Diamond Oval,107,1,1,0,0,2,0,1,0,5
De Beers Diamond Oval,108,0,4,1,0,1,0,0,1,7
De Beers Diamond Oval,109,1,4,1,0,0,0,0,0,6
De Beers Diamond Oval,110,0,2,1,0,0,0,1,0,4
De Beers Diamond Oval,111,1,3,1,0,0,0,0,0,5
De Beers Diamond Oval,112,1,2,1,0,0,0,1,1,6
De Beers Diamond Oval,113,2,3,0,0,0,0,0,0,5
De Beers Diamond Oval,114,1,4,0,0,0,0,0,0,5
De Beers Diamond Oval,115,0,2,3,0,1,0,0,0,6
De Beers Diamond Oval,116,0,4,1,0,0,0,0,0,5
De Beers Diamond Oval,117,2,1,0,0,2,0,0,1,6
De Beers Diamond Oval,118,0,2,2,0,0,0,0,0,4
De Beers Diamond Oval,119,1,1,0,0,0,0,0,1,3
De Beers Diamond Oval,120,0,1,1,0,1,0,0,0,3
Dr DY Patil Sports Academy,1,53,13,1,1,4,0,0,6,78
Dr DY Patil Sports Academy,2,37,17,5,0,7,0,1,3,70
Dr DY Patil Sports Academy,3,41,12,4,0,12,0,0,1,70
Dr DY Patil Sports Academy,4,46,14,2,0,8,0,1,5,76
Dr DY Patil Sports Academy,5,40,15,2,0,10,0,2,1,70
Dr DY Patil Sports Academy,6,44,13,5,0,9,0,1,3,75
Dr DY Patil Sports Academy,7,51,18,4,0,11,0,0,3,87
Dr DY Patil Sports Academy,8,37,19,3,1,9,0,2,2,73
Dr DY Patil Sports Academy,9,39,11,2,1,13,0,3,1,70
Dr DY Patil Sports Academy,10,42,15,1,2,10,0,1,2,73
Dr DY Patil Sports Academy,11,39,19,3,1,9,0,0,2,73
Dr DY Patil Sports Academy,12,39,16,2,1,13,1,0,4,76
Dr DY Patil Sports Academy,13,50,21,1,1,8,1,2,3,87
Dr DY Patil Sports Academy,14,31,24,1,0,17,0,0,7,80
Dr DY Patil Sports Academy,15,45,15,5,0,5,0,2,3,75
Dr DY Patil Sports Academy,16,33,20,5,1,8,0,5,5,77
Dr DY Patil Sports Academy,17,37,15,5,0,8,0,3,4,72
Dr DY Patil Sports Academy,18,36,17,3,1,12,0,4,2,75
Dr DY Patil Sports Academy,19,42,18,3,1,11,1,2,8,86
Dr DY Patil Sports Academy,20,33,22,4,1,10,0,3,1,74
Dr DY Patil Sports Academy,21,29,19,5,0,14,0,4,5,76
Dr DY Patil Sports Academy,22,30,20,4,1,10,0,4,3,72
Dr DY Patil Sports Academy,23,29,22,5,0,15,0,1,3,75
Dr DY Patil Sports Academy,24,37,17,7,0,5,0,3,3,72
Dr DY Patil Sports Academy,25,43,24,2,0,10,0,2,2,83
Dr DY Patil Sports Academy,26,41,14,4,0,11,0,5,4,79
Dr DY Patil Sports Academy,27,26,17,4,0,18,0,8,0,73
Dr DY Patil Sports Academy,28,37,17,4,1,10,0,1,0,70
Dr DY Patil Sports Academy,29,34,13,5,1,11,0,6,6,76
Dr DY Patil Sports Academy,30,35,18,4,0,11,0,3,4,75
Dr DY Patil Sports Academy,31,34,23,6,1,9,0,2,5,80
Dr DY Patil Sports Academy,32,35,20,2,0,10,0,5,4,76
Dr DY Patil Sports Academy,33,28,22,4,0,10,0,4,1,69
Dr DY Patil Sports Academy,34,27,24,2,0,11,0,3,5,72
Dr DY Patil Sports Academy,35,32,21,2,0,13,0,4,3,75
Dr DY Patil Sports Academy,36,30,17,2,0,16,0,4,7,76
Dr DY Patil Sports Academy,37,39,34,4,1,11,0,1,5,95
Dr DY Patil Sports Academy,38,26,37,3,0,3,0,3,1,73
Dr DY Patil Sports Academy,39,23,28,7,1,6,0,5,2,72
Dr DY Patil Sports Academy,40,29,32,5,0,5,0,2,5,78
Dr DY Patil Sports Academy,41,28,27,4,0,7,0,1,1,68
Dr DY Patil Sports Academy,42,25,35,3,0,5,0,4,2,74
Dr DY Patil Sports Academy,43,31,33,5,0,12,0,4,2,87
Dr DY Patil Sports Academy,44,31,31,4,0,7,0,1,6,80
Dr DY Patil Sports Academy,45,26,31,8,0,6,0,1,7,79
Dr DY Patil Sports Academy,46,35,28,2,0,5,0,2,2,74
Dr DY Patil Sports Academy,47,18,37,5,0,8,0,3,2,73
Dr DY Patil Sports Academy,48,34,27,3,0,8,0,1,4,77
Dr DY Patil Sports Academy,49,31,28,9,0,7,0,2,3,80
Dr DY Patil Sports Academy,50,14,43,4,1,4,0,6,4,76
Dr DY Patil Sports Academy,51,28,30,10,0,2,0,2,5,77
Dr DY Patil Sports Academy,52,23,32,5,0,5,0,2,2,69
Dr DY Patil Sports Academy,53,30,29,4,0,6,0,3,2,74
Dr DY Patil Sports Academy,54,32,29,4,0,6,0,1,3,75
Dr DY Patil Sports Academy,55,28,38,8,0,5,0,1,2,82
Dr DY Patil Sports Academy,56,25,36,6,0,5,0,3,1,76
Dr DY Patil Sports Academy,57,25,35,1,0,3,0,7,3,74
Dr DY Patil Sports Academy,58,20,31,3,0,9,0,4,3,70
Dr DY Patil Sports Academy,59,18,34,6,0,9,0,3,2,72
Dr DY Patil Sports Academy,60,25,29,3,0,6,0,6,1,70
Dr DY Patil Sports Academy,61,27,38,7,0,9,0,3,3,87
Dr DY Patil Sports Academy,62,17,39,7,0,6,0,3,2,74
Dr DY Patil Sports Academy,63,28,29,7,0,6,0,2,6,78
Dr DY Patil Sports Academy,64,26,29,4,0,6,0,3,2,70
Dr DY Patil Sports Academy,65,23,32,8,0,5,0,4,3,75
Dr DY Patil Sports Academy,66,30,23,6,0,9,0,4,4,76
Dr DY Patil Sports Academy,67,33,31,7,0,5,0,5,3,84
Dr DY Patil Sports Academy,68,28,35,4,0,2,0,3,5,77
Dr DY Patil Sports Academy,69,25,32,3,0,6,0,3,1,70
Dr DY Patil Sports Academy,70,27,24,6,0,8,0,3,2,70
Dr DY Patil Sports Academy,71,22,32,3,0,8,0,7,1,73
Dr DY Patil Sports Academy,72,25,39,1,0,1,0,4,3,73
Dr DY Patil Sports Academy,73,37,35,4,0,6,0,4,4,90
Dr DY Patil Sports Academy,74,25,29,4,0,2,0,7,3,70
Dr DY Patil Sports Academy,75,27,22,3,0,8,0,5,4,69
Dr DY Patil Sports Academy,76,21,28,7,0,10,0,4,3,73
Dr DY Patil Sports Academy,77,18,29,8,0,5,0,9,3,72
Dr DY Patil Sports Academy,78,26,31,3,0,5,0,6,1,72
Dr DY Patil Sports Academy,79,32,35,3,1,8,0,7,8,94
Dr DY Patil Sports Academy,80,26,28,5,1,4,0,6,4,74
Dr DY Patil Sports Academy,81,26,30,6,0,3,0,3,6,74
Dr DY Patil Sports Academy,82,17,34,4,0,10,0,4,4,73
Dr DY Patil Sports Academy,83,24,29,2,1,4,0,5,1,66
Dr DY Patil Sports Academy,84,20,33,7,0,7,0,4,2,73
Dr DY Patil Sports Academy,85,32,34,3,2,5,0,3,7,86
Dr DY Patil Sports Academy,86,22,34,7,0,6,0,5,5,79
Dr DY Patil Sports Academy,87,17,32,7,1,4,0,4,3,68
Dr DY Patil Sports Academy,88,21,27,6,0,5,0,8,1,68
Dr DY Patil Sports Academy,89,29,29,4,0,5,0,4,9,80
Dr DY Patil Sports Academy,90,26,28,3,0,8,0,1,3,69
Dr DY Patil Sports Academy,91,25,40,5,0,4,0,7,6,87
Dr DY Patil Sports Academy,92,20,33,4,0,4,0,4,7,72
Dr DY Patil Sports Academy,93,23,23,5,0,2,0,10,2,65
Dr DY Patil Sports Academy,94,21,25,5,0,10,0,4,2,67
Dr DY Patil Sports Academy,95,17,32,5,0,6,0,7,3,70
Dr DY Patil Sports Academy,96,26,23,7,0,4,0,2,5,67
Dr DY Patil Sports Academy,97,35,33,6,0,9,0,6,6,95
Dr DY Patil Sports Academy,98,31,19,2,0,8,0,7,5,72
Dr DY Patil Sports Academy,99,15,26,9,0,9,0,5,3,67
Dr DY Patil Sports Academy,100,19,32,3,0,7,0,3,6,70
Dr DY Patil Sports Academy,101,19,28,7,0,4,0,5,1,64
Dr DY Patil Sports Academy,102,21,25,5,0,8,0,1,4,64
Dr DY Patil Sports Academy,103,23,35,7,0,9,0,5,9,88
Dr DY Patil Sports Academy,104,23,22,4,0,7,0,7,7,70
Dr DY Patil Sports Academy,105,19,23,10,0,5,0,4,7,68
Dr DY Patil Sports Academy,106,28,18,3,0,6,0,8,11,74
Dr DY Patil Sports Academy,107,20,24,3,0,8,0,4,3,62
Dr DY Patil Sports Academy,108,16,23,5,0,9,0,5,5,63
Dr DY Patil Sports Academy,109,23,34,4,1,5,0,8,6,81
Dr DY Patil Sports Academy,110,26,19,5,0,8,0,3,9,70
Dr DY Patil Sports Academy,111,11,23,5,1,7,0,9,3,59
Dr DY Patil Sports Academy,112,16,20,10,0,5,0,7,1,59
Dr DY Patil Sports Academy,113,12,21,6,0,9,0,7,5,60
Dr DY Patil Sports Academy,114,13,22,4,0,8,0,1,7,55
Dr DY Patil Sports Academy,115,22,22,7,0,5,0,11,9,76
Dr DY Patil Sports Academy,116,17,13,9,0,10,0,6,7,62
Dr DY Patil Sports Academy,117,18,14,1,0,9,0,6,8,56
Dr DY Patil Sports Academy,118,16,12,5,0,7,0,6,4,50
Dr DY Patil Sports Academy,119,16,6,7,0,7,0,3,6,45
Dr DY Patil Sports Academy,120,19,15,6,0,2,0,2,11,55
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,14,6,1,0,4,0,0,0,25
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,17,6,1,0,0,0,0,0,24
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,3,15,7,0,0,3,0,0,1,26
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,4,15,6,0,0,2,0,2,0,25
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,5,13,10,0,0,2,0,0,1,26
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,6,16,6,1,0,2,0,0,2,27
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,7,16,7,0,0,3,0,0,1,27
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,8,15,8,0,0,4,0,0,0,27
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,9,13,8,0,0,4,0,0,1,26
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,10,15,5,0,0,4,0,1,1,26
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,11,10,6,3,0,2,0,1,1,23
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,12,9,11,1,0,4,0,1,0,26
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,13,20,11,0,0,3,0,0,3,37
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,14,8,8,4,1,3,0,2,0,26
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,15,12,6,1,0,6,0,0,1,26
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,16,16,9,0,0,0,0,0,0,25
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,17,6,12,3,0,3,0,1,1,26
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,18,9,11,1,0,4,0,1,0,26
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,19,15,10,1,0,2,0,1,2,31
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,20,13,6,1,0,2,0,3,1,26
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,21,10,9,0,0,4,0,0,0,23
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,22,12,5,0,0,6,0,2,3,28
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,23,10,4,7,0,4,0,0,0,25
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,24,14,7,0,0,3,0,1,4,29
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,25,15,7,2,0,4,0,1,0,29
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,26,12,7,2,0,3,0,0,2,26
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,27,13,6,0,0,4,0,1,0,24
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,28,14,8,0,0,2,0,1,2,27
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,29,16,3,0,0,3,0,3,1,26
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,30,14,8,2,0,0,0,1,0,25
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,31,14,8,0,0,5,0,2,2,31
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,32,14,7,1,1,4,0,0,1,28
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,33,11,7,0,0,6,0,1,1,26
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,34,8,8,1,0,5,0,1,0,23
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,35,8,8,2,0,5,0,3,0,26
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,36,9,10,0,0,2,0,3,1,25
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,37,12,15,1,0,1,0,0,1,30
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,38,11,12,2,0,0,0,0,1,26
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,39,14,9,0,0,1,0,0,3,27
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,40,7,11,2,0,4,0,1,0,25
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,41,8,12,2,0,3,0,0,0,25
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,42,11,12,1,0,2,0,0,2,28
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,43,12,14,0,0,2,0,0,0,28
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,44,8,12,1,0,0,0,2,0,23
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,45,10,10,1,0,3,0,1,1,26
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,46,7,12,3,0,1,0,2,0,25
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,47,5,13,1,1,4,0,1,1,26
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,48,12,13,1,0,0,0,0,0,26
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,49,8,12,3,0,4,0,2,1,30
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,50,7,14,2,0,1,0,0,0,24
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,51,11,13,0,0,1,0,2,1,28
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,52,9,10,2,0,3,0,0,1,25
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,53,8,13,0,0,4,0,0,3,28
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,54,7,16,1,0,1,0,0,0,25
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,55,12,16,2,0,1,0,0,1,32
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,56,6,12,3,0,1,0,1,0,23
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,57,10,8,2,0,2,0,4,1,27
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,58,9,11,2,0,3,0,1,0,26
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,59,6,12,4,0,3,0,1,0,26
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,60,7,13,2,0,3,0,0,2,27
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,61,12,12,2,0,1,0,0,0,27
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,62,12,8,2,0,2,0,0,4,28
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,63,8,10,1,0,2,0,3,1,25
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,64,10,11,2,0,2,0,0,1,26
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,65,12,9,2,0,1,0,2,0,26
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,66,7,14,4,0,1,0,0,1,27
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,67,5,18,0,1,1,0,3,1,29
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,68,12,5,1,0,3,0,1,2,24
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,69,11,9,0,0,5,0,0,5,30
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,70,4,17,1,0,1,0,2,0,25
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,71,4,16,1,0,2,0,1,0,24
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,72,7,12,0,1,3,0,0,2,25
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,73,10,13,2,0,0,0,3,0,28
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,74,11,11,0,0,0,0,2,2,26
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,75,11,6,5,0,1,0,1,2,26
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,76,10,11,2,0,1,0,0,1,25
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,77,9,8,2,0,2,0,1,2,24
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,78,10,10,0,0,2,0,1,2,25
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,79,7,11,2,0,3,0,1,0,24
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,80,7,9,2,0,3,0,2,3,26
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,81,12,9,0,0,3,0,0,2,26
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,82,8,9,1,0,4,0,1,0,23
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,83,3,13,2,0,1,0,3,1,23
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,84,10,10,1,0,1,0,2,0,24
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,85,9,11,0,0,4,0,0,3,27
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,86,9,8,3,0,1,0,4,2,27
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,87,11,6,2,0,1,0,0,2,22
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,88,10,11,1,0,2,0,0,2,26
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,89,5,9,3,1,2,0,2,0,22
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,90,10,8,1,1,2,0,2,3,27
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,91,9,12,4,0,0,0,2,0,27
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,92,6,11,2,0,1,0,4,1,25
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,93,6,11,0,2,3,0,1,1,24
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,94,5,11,2,0,2,0,3,2,25
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,95,5,10,1,0,1,0,3,2,22
Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,96,9,8,1,0,5,0,1,4,28
